"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig"
"RHBDF2",3.82829831475345e-07,-1.05712036936397,0.054,0.109,0.00539368949565614,"Upregulated in Mature Cytotoxic NK"
"SUMO2",4.95922817450417e-07,-0.34168255673545,0.544,0.623,0.00698705657505893,"NS"
"SIPA1",5.19003391790848e-07,-0.739159859540741,0.135,0.209,0.00731223878694126,"NS"
"CTBP1",5.66295964791185e-07,-0.891524649933604,0.077,0.138,0.007978543847943,"NS"
"WDR74",5.67629732953599e-07,0.864738945035735,0.149,0.09,0.00799733530758326,"NS"
"DIAPH1",5.90401477606587e-07,-0.729810830101981,0.14,0.21,0.00831816641799921,"NS"
"AAK1",6.09026249595473e-07,-0.57137797709058,0.247,0.332,0.00858057083055062,"NS"
"TOPORS",6.39274794906402e-07,0.993866683959872,0.163,0.104,0.0090067425854363,"NS"
"CD63",6.41448298822416e-07,0.290885253000106,0.715,0.65,0.00903736508210902,"NS"
"THRAP3",6.54239107941206e-07,-0.478756203235221,0.207,0.291,0.00921757479178366,"NS"
"ADH5",6.62765464128e-07,-0.816188912642582,0.1,0.165,0.00933770262409939,"NS"
"STUB1",6.64889283582881e-07,-0.59880914978577,0.179,0.257,0.00936762511639921,"NS"
"VMP1",6.7508639697632e-07,0.613680484749183,0.257,0.186,0.00951129224699938,"NS"
"COMT",7.12076836237784e-07,-0.861287391265794,0.083,0.145,0.0100324505457541,"NS"
"CCM2",7.22922994139042e-07,-0.658793393187248,0.102,0.17,0.010185262064425,"NS"
"RNPEPL1",7.33382750053364e-07,-0.618472071958232,0.115,0.185,0.0103326295655018,"NS"
"HECTD1",7.72739605749828e-07,-0.958896272795482,0.065,0.122,0.0108871283054093,"NS"
"SASH3",7.79764142873056e-07,-0.967608048174424,0.103,0.167,0.0109860970089385,"NS"
"OSTF1",7.83010641649531e-07,-0.529323900368643,0.307,0.385,0.0110318369302002,"NS"
"SAMD9",8.40082126899957e-07,-0.632158689252838,0.149,0.223,0.0118359170858935,"NS"
"PDE4D",8.95118759309182e-07,-0.739607076326425,0.082,0.144,0.0126113281999071,"NS"
"ERGIC1",9.1665529267788e-07,0.856800491317919,0.138,0.082,0.0129147564185386,"NS"
"STIP1",9.28099252851953e-07,0.670040838364738,0.176,0.112,0.0130759903734312,"NS"
"TNFRSF14",1.05423862036647e-06,-0.540682569609804,0.15,0.227,0.0148531679223432,"NS"
"SAMHD1",1.12218831374427e-06,-0.629845220380705,0.128,0.197,0.0158105111523431,"NS"
"CALM2",1.13962690419683e-06,0.339334163663506,0.667,0.608,0.0160562034532292,"NS"
"BTN3A2",1.17732122682625e-06,-0.535182643679605,0.251,0.328,0.016587278764755,"NS"
"TXNL4A",1.20397810552302e-06,-0.636355186139391,0.117,0.186,0.0169628475287138,"NS"
"COX8A",1.20980167411103e-06,-0.460568825941229,0.379,0.456,0.0170448957865503,"NS"
"MAPK1",1.22221376465269e-06,-0.563784511813539,0.193,0.269,0.0172197697301918,"NS"
"ERGIC3",1.23062592298224e-06,0.523130644755157,0.191,0.124,0.0173382886288967,"NS"
"RAPGEF1",1.26410073578989e-06,-0.96732425625937,0.06,0.113,0.0178099152665438,"NS"
"EBP",1.30813557229908e-06,-0.723570769549387,0.13,0.198,0.0184303220781218,"NS"
"PCID2",1.31424006659264e-06,0.96094079332524,0.143,0.087,0.0185163282982237,"NS"
"RBM8A",1.37028742420422e-06,0.36210651977143,0.519,0.439,0.0193059795196133,"NS"
"CCDC88C",1.4348470228264e-06,-0.800033379824012,0.136,0.204,0.0202155597046011,"NS"
"RPN2",1.65748099594815e-06,-0.630483909836653,0.155,0.225,0.0233522497519135,"NS"
"MAPRE2",1.70910297916428e-06,-0.673500248240015,0.14,0.211,0.0240795518734456,"NS"
"UBE2D3",1.72069493596831e-06,0.336829140256001,0.535,0.46,0.0242428709528575,"NS"
"GTF2H5",1.77072278796314e-06,-0.909598554289128,0.088,0.148,0.0249477133596127,"NS"
"ZCCHC17",1.86567886542736e-06,-0.849529609527597,0.08,0.139,0.0262855495350061,"NS"
"NDUFA11",1.89431411765152e-06,-0.515378054762474,0.266,0.346,0.0266889916035922,"NS"
"ATP6V1F",1.95097885394494e-06,-0.531498495616392,0.268,0.344,0.0274873410732303,"NS"
"PATL2",2.03755607978522e-06,-1.14030652477838,0.052,0.102,0.028707127608094,"Upregulated in Mature Cytotoxic NK"
"ANKRD11",2.18912963286894e-06,-0.561920945510712,0.184,0.256,0.0308426473974905,"NS"
"MECP2",2.21528184771233e-06,-0.656810801790412,0.135,0.204,0.0312111059524191,"NS"
"EZR",2.24282597945746e-06,0.424621891575577,0.365,0.288,0.0315991752245761,"NS"
"MTHFD2",2.26970305980778e-06,0.759661896567836,0.154,0.098,0.0319778464096319,"NS"
"COMMD5",2.34949529334536e-06,-0.877322144077962,0.06,0.112,0.0331020391879428,"NS"
"ERO1B",2.43509810579449e-06,0.811069798485925,0.139,0.086,0.0343080972125386,"NS"
"SLC16A3",2.70524665096289e-06,0.869827351395447,0.175,0.117,0.0381142200654162,"NS"
"SET",2.82703363726135e-06,-0.433388291389721,0.345,0.424,0.0398300769153751,"NS"
"NFIL3",2.98965580126466e-06,-0.789545810652671,0.058,0.109,0.0421212605840178,"NS"
"IKZF1",3.03935928695672e-06,-0.424319890026515,0.248,0.328,0.0428215329939333,"NS"
"TMBIM6",3.11861124546376e-06,-0.396566490759168,0.456,0.521,0.0439381138373389,"NS"
"FAM43A",3.13242305388108e-06,0.857420824000599,0.125,0.074,0.0441327084061306,"NS"
"ITM2A",3.13482652088726e-06,0.555321688474401,0.284,0.212,0.0441665708527807,"NS"
"CD320",3.17573113781855e-06,-0.848857088262633,0.092,0.15,0.0447428760007255,"NS"
"SRRM1",3.17597153673863e-06,-0.451307099912047,0.32,0.396,0.0447462629811105,"NS"
"VAV3",3.18069561929007e-06,-0.793622994690685,0.069,0.124,0.0448128205801778,"NS"
"FCMR",3.18100003335428e-06,-0.553061933833699,0.118,0.185,0.0448171094699285,"NS"
"NCR1",3.30154537564988e-06,-0.844981087767411,0.079,0.135,0.0465154727975312,"NS"
"TRAF5",3.50240299777312e-06,0.914576075359635,0.126,0.076,0.0493453558356255,"NS"
"UQCR10",3.60240395209062e-06,-0.416377228955662,0.322,0.403,0.0507542692810047,"NS"
"CSNK1G2",3.67279730487424e-06,-0.573160033004859,0.078,0.135,0.0517460412283731,"NS"
"ARAP2",3.69342106545238e-06,-0.729379175373196,0.11,0.172,0.0520366093911585,"NS"
"OAT",3.75402573304141e-06,0.882089667413008,0.149,0.096,0.0528904685528205,"NS"
"IMP3",3.81146625353769e-06,-0.538147184825276,0.134,0.203,0.0536997480460925,"NS"
"RASSF1",4.00768744046199e-06,-0.674527840132904,0.181,0.25,0.056464308348669,"NS"
"MPG",4.10082034091642e-06,0.515299691139343,0.202,0.139,0.0577764577831714,"NS"
"UBLCP1",4.13272843150465e-06,-1.00246463206907,0.052,0.1,0.058226010871469,"NS"
"NDUFB10",4.83332351428347e-06,-0.522622463862616,0.258,0.329,0.0680966949927398,"NS"
"LDHA",4.8391459591763e-06,0.292665445258769,0.588,0.52,0.0681787274188349,"NS"
"ZBTB8OS",5.10730361897805e-06,-0.733678522223406,0.101,0.162,0.0719568006877818,"NS"
"TNFSF10",5.22872927657982e-06,0.778164478710558,0.149,0.097,0.073667566777733,"NS"
"SMC4",5.28576372015025e-06,0.761052577957085,0.148,0.094,0.0744711250531968,"NS"
"NME2",5.41619810184851e-06,-0.854715696240426,0.094,0.15,0.0763088150569436,"NS"
"FOSL2",5.47035854680292e-06,-0.599917426431711,0.194,0.262,0.0770718815659063,"NS"
"GPBP1",5.51651359811965e-06,0.449076258138329,0.372,0.301,0.0777221600839078,"NS"
"FGFR1OP2",5.66432261806632e-06,0.550481013713867,0.271,0.203,0.0798046413659363,"NS"
"TMEM160",5.72946838220282e-06,-0.569857470388104,0.184,0.255,0.0807224800368555,"NS"
"COMMD1",5.77887504900236e-06,-0.745179668335614,0.074,0.128,0.0814185705653943,"NS"
"FYN",5.8878289068617e-06,-0.427216388495384,0.37,0.438,0.0829536214687745,"NS"
"RGL4",5.92736764590944e-06,0.851175947888321,0.106,0.06,0.0835106827632181,"NS"
"ACTR2",5.96621903034531e-06,-0.39371208576592,0.279,0.358,0.084058059918535,"NS"
"MIEN1",6.46816813879972e-06,-0.528611445244694,0.184,0.257,0.0911300209075493,"NS"
"PLEKHF1",6.54204795768698e-06,-0.824277054449903,0.109,0.168,0.0921709136758518,"NS"
"ATP2B1",6.60925700109083e-06,-0.82328268587558,0.09,0.145,0.0931178218883687,"NS"
"SNRK",6.72829331787643e-06,-0.791368161723467,0.079,0.134,0.0947949245555611,"NS"
"IRF7",6.87880910699816e-06,0.766970631651448,0.156,0.102,0.0969155415084971,"NS"
"ETFB",7.03002842897852e-06,0.656174537832037,0.167,0.109,0.0990460705358783,"NS"
"GRPEL1",7.13037716966264e-06,0.693025635133337,0.151,0.098,0.100459883943377,"NS"
"LENG8",7.28620991895441e-06,-0.785818664906154,0.059,0.108,0.102655411548149,"NS"
"HNRNPD",7.38609025633726e-06,-0.582332001460019,0.2,0.269,0.104062625621536,"NS"
"ARL6IP5",7.73711842842286e-06,-0.354647385409026,0.436,0.509,0.10900826153805,"NS"
"KRTCAP2",7.77778046000783e-06,-0.689183743370382,0.205,0.271,0.10958114890105,"NS"
"BTG3",7.80445867608236e-06,0.669051727645372,0.181,0.122,0.109957018287324,"NS"
"ZAP70",8.12984991736664e-06,-0.485498546254972,0.228,0.301,0.114541455485779,"NS"
"YPEL1",8.44485959446611e-06,-0.712185861122978,0.083,0.138,0.118979626826433,"NS"
"CLIC1",8.59822476683197e-06,-0.274155736265926,0.639,0.688,0.121140388739896,"NS"
"DDX46",8.69971049588747e-06,-0.444636277115333,0.243,0.318,0.122570221176559,"NS"
"CYCS",8.74477911289852e-06,0.421292278591468,0.507,0.443,0.123205192921627,"NS"
"SRPRA",8.84329192879653e-06,-0.690627553536819,0.098,0.157,0.124593139984814,"NS"
"SCML4",8.91253881126443e-06,0.803880518045584,0.144,0.093,0.125568759311905,"NS"
"ANKRD28",9.16719584528703e-06,0.770518862261956,0.184,0.127,0.129156622264249,"NS"
"PDHB",9.60822441219799e-06,-0.798933811761078,0.077,0.129,0.135370273743457,"NS"
"NDUFA13",9.85696678129452e-06,-0.403027472173181,0.324,0.405,0.138874804981658,"NS"
"DNAJC21",9.88731487474491e-06,-0.763169764123848,0.068,0.119,0.139302379270281,"NS"
"PGK1",9.92832061124314e-06,0.320418561922282,0.433,0.366,0.139880109091805,"NS"
"ALDOA",1.01663289500544e-05,-0.418769364540113,0.203,0.275,0.143233408577316,"NS"
"STAT4",1.0170881131894e-05,-0.580374714185078,0.162,0.229,0.143297544267255,"NS"
"NXT1",1.02327170723356e-05,0.625386303021742,0.191,0.133,0.144168750832137,"NS"
"RAB9A",1.04161035972655e-05,-0.551782280653172,0.105,0.164,0.146752483581873,"NS"
"SLIRP",1.04973565679675e-05,-0.919079538857783,0.111,0.168,0.147897256686094,"NS"
"PTPN18",1.11587843035459e-05,-0.900037833003789,0.102,0.158,0.157216112052658,"NS"
"OGT",1.12732398542178e-05,-0.63252058232158,0.107,0.166,0.158828676306074,"NS"
"IMPDH2",1.14153077002894e-05,0.861641414782105,0.1,0.057,0.160830270189378,"NS"
"SUPT4H1",1.16688648553694e-05,-0.636857293665028,0.184,0.25,0.164402636947299,"NS"
"PYCARD",1.19394667261199e-05,-0.611058786387015,0.155,0.219,0.168215146704303,"NS"
"HLA-A",1.20246699097153e-05,-0.120288860650199,0.981,0.976,0.169415574357979,"NS"
"TNFAIP3",1.20400761298653e-05,0.432951280431839,0.451,0.376,0.169632632593672,"NS"
"SF1",1.21065887459584e-05,-0.349086948736743,0.257,0.338,0.170569728841808,"NS"
"RALA",1.26820147399881e-05,0.849394248044134,0.122,0.075,0.178676905671692,"NS"
"PIM3",1.30603619895871e-05,0.566955500095272,0.151,0.098,0.184007440071293,"NS"
"THUMPD1",1.3425239674412e-05,-0.487408203531091,0.111,0.172,0.18914820177279,"NS"
"CDK11A",1.36340298201597e-05,-0.799559579552821,0.073,0.124,0.192089846136229,"NS"
"SUN2",1.36464809818087e-05,-0.390914885724745,0.306,0.379,0.192265270552702,"NS"
"SYTL1",1.37960569309109e-05,-0.444723629373955,0.173,0.244,0.194372646099603,"NS"
"PCF11",1.39404049156457e-05,0.612922889584713,0.204,0.145,0.196406364856532,"NS"
"GPS2",1.40005821640867e-05,-0.793793028831391,0.084,0.137,0.197254202109818,"NS"
"RNF167",1.42671195750983e-05,-0.636199763890978,0.142,0.205,0.20100944769356,"NS"
"RTN4",1.46093588831586e-05,-0.546135507855813,0.22,0.288,0.205831257304822,"NS"
"GATA3",1.50672349867603e-05,0.681069114417482,0.16,0.107,0.212282273728466,"NS"
"DUSP5",1.52733019865288e-05,0.634053165274843,0.165,0.11,0.215185551688204,"NS"
"NUP210",1.55143770758953e-05,-0.863004183903131,0.073,0.123,0.218582058622288,"NS"
"CYFIP2",1.56517946483088e-05,-0.571154452816844,0.138,0.201,0.220518134800023,"NS"
"UBE2L3",1.62174174600382e-05,-0.429495209518673,0.247,0.321,0.228487194594478,"NS"
"FAM53C",1.67355266065064e-05,0.680724660406724,0.177,0.122,0.235786834359069,"NS"
"ZNF91",1.75726244455225e-05,-0.786419864700241,0.061,0.109,0.247580705812966,"NS"
"DDX5",1.76893955353081e-05,0.244323867224308,0.862,0.845,0.249225893696956,"NS"
"ERP29",1.78743331757602e-05,-0.385276374506706,0.297,0.372,0.251831480113285,"NS"
"MOB2",1.792946300297e-05,-0.908549778045004,0.083,0.135,0.252608204248844,"NS"
"RNF7",1.86453317612162e-05,-0.506331412474403,0.2,0.265,0.262694079183775,"NS"
"DGKZ",1.97274573751722e-05,-0.39835365668999,0.174,0.242,0.277940146958801,"NS"
"PSMB8-AS1",2.11708683877488e-05,-0.602890896730476,0.145,0.206,0.298276364714992,"NS"
"NCKAP1L",2.17421197014422e-05,-0.559468162437059,0.106,0.163,0.306324724473619,"NS"
"PCNA",2.18791997282626e-05,0.76068238701944,0.132,0.083,0.308256044971492,"NS"
"TMED9",2.2237847307174e-05,-0.514083745230854,0.226,0.294,0.313309030710775,"NS"
"RFTN1",2.23775934245295e-05,-0.805806180432482,0.077,0.127,0.315277913758196,"NS"
"PDIA3",2.42746958451431e-05,-0.405360369049256,0.412,0.473,0.342006189762221,"NS"
"NFATC2IP",2.45672924809784e-05,-0.510161921280061,0.094,0.149,0.346128583764504,"NS"
"RRBP1",2.48795174768621e-05,-0.6259014729593,0.114,0.171,0.35052752173151,"NS"
"TPP1",2.57832799137574e-05,-0.778978614271788,0.078,0.128,0.363260630704928,"NS"
"STX8",2.95535835403334e-05,-0.678104747392281,0.1,0.154,0.416380438499757,"NS"
"RNF19A",2.96403077979597e-05,-0.471163323417863,0.172,0.236,0.417602296565454,"NS"
"ARGLU1",2.96556539583868e-05,-0.381393595142327,0.36,0.423,0.417818508619712,"NS"
"SPSB3",3.02515228054968e-05,-0.449865161335534,0.159,0.224,0.426213704806644,"NS"
"MXD4",3.04511465833233e-05,-0.4391466376653,0.117,0.176,0.429026204212442,"NS"
"KLRB1",3.19818562705682e-05,-0.271577413537544,0.42,0.502,0.450592372996035,"NS"
"FOXN3",3.24139462000849e-05,-0.43512184704466,0.136,0.196,0.456680088012997,"NS"
"HSP90B1",3.27798498849608e-05,-0.349599383182172,0.328,0.402,0.461835305029213,"NS"
"POLR3GL",3.28976908158857e-05,-0.532909644719047,0.199,0.263,0.463495565905014,"NS"
"PLSCR1",3.5470271380943e-05,0.76573706820706,0.12,0.076,0.499740653486106,"NS"
"NPM1",3.60315016166027e-05,0.260834354204729,0.703,0.662,0.507647826276315,"NS"
"MAP3K8",3.72930684302282e-05,-0.627107141062036,0.173,0.232,0.525422041113484,"NS"
"RNF126",3.80478596541796e-05,-0.623452815551827,0.135,0.194,0.536056294667737,"NS"
"PPT1",3.91396887813186e-05,0.583933623530036,0.111,0.067,0.551439075239997,"NS"
"VPS13C",3.93339583559857e-05,-0.651273926611184,0.125,0.181,0.554176139277483,"NS"
"TSC22D2",4.0337656610257e-05,0.643020195169699,0.12,0.076,0.56831724398191,"NS"
"TERF1",4.05600817624261e-05,-0.54851753588683,0.13,0.188,0.571450991950821,"NS"
"B4GALT4",4.07399714857271e-05,-0.79788442191263,0.062,0.108,0.573985458262409,"NS"
"LAMTOR1",4.13172425696841e-05,-0.608510757488096,0.194,0.255,0.58211863056428,"NS"
"BORCS7",4.2245464373506e-05,-0.740298552733753,0.075,0.122,0.595196347558326,"NS"
"ITPRIP",4.4528318032918e-05,-0.574650461493805,0.057,0.101,0.627359472765782,"NS"
"HCST",4.56870122622086e-05,-0.208099895623786,0.84,0.849,0.643684315762257,"NS"
"ARHGAP25",4.5937994913573e-05,-0.667305416842409,0.094,0.146,0.64722041033733,"NS"
"LNPEP",4.61632187746506e-05,-0.569949022380299,0.138,0.197,0.650393589316052,"NS"
"MAP1LC3B",4.64677934497889e-05,0.378117809460164,0.429,0.363,0.654684741914076,"NS"
"CSK",4.65473200075693e-05,-0.535214979795885,0.177,0.24,0.655805191586643,"NS"
"ATP6V1D",4.6938692829168e-05,-0.740631779165082,0.087,0.136,0.661319243270148,"NS"
"DDX39B",4.76631415636475e-05,-0.511492301989501,0.091,0.141,0.67152600149023,"NS"
"WAS",4.80313316548298e-05,-0.566017550638183,0.159,0.219,0.676713431684896,"NS"
"GTF3A",4.80836522592695e-05,-0.433485307319047,0.321,0.382,0.677450576680848,"NS"
"NFKB1",4.92758884862777e-05,0.810499492817547,0.132,0.086,0.694247992883166,"NS"
"TGFB1",4.95067332545186e-05,-0.459460439401043,0.32,0.384,0.697500364822912,"NS"
"SAMSN1",4.99877653847059e-05,0.511942932712336,0.31,0.248,0.704277626505122,"NS"
"NCOA1",5.02904731685949e-05,-0.50634012476238,0.063,0.109,0.708542476472333,"NS"
"MAT2A",5.04070871220624e-05,0.425867117520246,0.209,0.151,0.710185450462737,"NS"
"CCNDBP1",5.06491159549841e-05,-0.555457178940492,0.181,0.243,0.713595394689772,"NS"
"SFT2D1",5.28066354212955e-05,-0.705921726122272,0.164,0.221,0.743992686450632,"NS"
"COMMD2",5.29929008562586e-05,-0.956831603993226,0.059,0.101,0.746616980163827,"NS"
"ADAR",5.52263104862325e-05,-0.598769861420082,0.149,0.207,0.77808348844053,"NS"
"ERLEC1",5.66750394422074e-05,-0.595942004621884,0.078,0.126,0.79849463070126,"NS"
"TOMM5",5.72559226198593e-05,-0.996689940860256,0.085,0.132,0.806678693791198,"NS"
"FIS1",5.98724761978143e-05,-0.437817405155106,0.216,0.284,0.843543317151006,"NS"
"BPTF",6.11128373567171e-05,-0.534412716081815,0.187,0.25,0.861018765518787,"NS"
"RASSF5",6.11616310187035e-05,-0.487247169955475,0.207,0.272,0.861706219422513,"NS"
"TNRC6A",6.20378692871004e-05,-0.781896144060402,0.066,0.11,0.874051540385957,"NS"
"CREBZF",6.22243039328692e-05,-0.454363460685578,0.079,0.128,0.876678218110194,"NS"
"PDE4A",6.26370268259552e-05,0.834368931848974,0.114,0.073,0.882493070950883,"NS"
"SEC11C",6.31300765074271e-05,-0.641654538055345,0.156,0.214,0.88943964791314,"NS"
"PJA2",6.50810988417706e-05,-0.605266750058286,0.102,0.155,0.916927601581706,"NS"
"LSM3",6.61670293497582e-05,-0.508166840977487,0.19,0.25,0.932227276508743,"NS"
"TRAPPC2L",6.65577713984921e-05,-0.600550654513038,0.09,0.14,0.937732441233356,"NS"
"TRIM38",6.67642420907903e-05,-0.62860972103806,0.098,0.15,0.940641406817144,"NS"
"SIRT7",6.9905753256429e-05,-0.615274459336539,0.114,0.166,0.984902157629828,"NS"
"STX11",7.01605770726242e-05,0.720773510113594,0.123,0.08,0.988492370376203,"NS"
"SEC61B",7.0969698555861e-05,-0.343797236947787,0.401,0.466,0.999892082953526,"NS"
"ZBTB20",0.000452547778536705,1.08798085380411,0.151,0.109,1,"NS"
"PNP",0.00169565942166312,0.855699905556358,0.115,0.082,1,"NS"
"ABCB1",9.99384692822014e-05,0.809714055210002,0.107,0.067,1,"NS"
"ASXL1",0.00072802374847636,0.804498688975959,0.113,0.077,1,"NS"
"RNF138",0.000582263308619089,0.75657747961278,0.104,0.069,1,"NS"
"PNPLA2",0.0163201751336793,0.717058994265092,0.113,0.087,1,"NS"
"PLIN2",8.1076795720631e-05,0.683268227687345,0.232,0.178,1,"NS"
"RHBDD2",9.07433282471461e-05,0.677639974523948,0.112,0.07,1,"NS"
"SLC1A5",0.00497788299802898,0.66865763993654,0.128,0.097,1,"NS"
"NAMPT",0.000633868796032615,0.663503979212465,0.142,0.102,1,"NS"
"SNHG9",0.00154277066883551,0.655361849940632,0.179,0.141,1,"NS"
"SYNGR2",0.000168227087584437,0.639446804799967,0.116,0.076,1,"NS"
"TBL1XR1",0.00392792312243004,0.633588533771499,0.117,0.086,1,"NS"
"RSBN1",0.00238570503341726,0.618346374331648,0.165,0.129,1,"NS"
"CD151",9.42064658441113e-05,0.612456505065162,0.108,0.067,1,"NS"
"SEC13",0.0117523689180966,0.607165746967474,0.101,0.076,1,"NS"
"BCAS2",0.000476433167714474,0.605725779919862,0.245,0.2,1,"NS"
"GRSF1",0.00273732146870815,0.603949724625085,0.103,0.072,1,"NS"
"HPCAL1",0.00391289467508742,0.600681909723962,0.145,0.111,1,"NS"
"FAM3C",0.000139959735504024,0.592326681397941,0.15,0.105,1,"NS"
"LCP2",0.000193158188988793,0.586028050068618,0.213,0.162,1,"NS"
"PHYKPL",0.00199027050208502,0.584569730618228,0.158,0.121,1,"NS"
"SLC25A36",0.000946333342711322,0.575263002306982,0.138,0.1,1,"NS"
"HIF1A",0.0175339457805352,0.572313474493203,0.132,0.106,1,"NS"
"SLC7A5",0.000827331757001192,0.572219550169515,0.11,0.074,1,"NS"
"DNAJB9",0.000268904762434936,0.559896804731752,0.203,0.155,1,"NS"
"IGFLR1",0.000312313809561173,0.554373600808501,0.109,0.071,1,"NS"
"NFKB2",0.000406804741580203,0.549925944109709,0.107,0.07,1,"NS"
"TAGAP",0.00206978956846581,0.543203869279929,0.306,0.268,1,"NS"
"TNFSF9",0.0219139411142867,0.537657427451483,0.102,0.079,1,"NS"
"PBXIP1",0.199265612953406,0.528501416320497,0.123,0.11,1,"NS"
"SNRNP70",0.000126260668174956,0.51975281309033,0.226,0.174,1,"NS"
"CABIN1",0.0133585707763022,0.516865166332896,0.114,0.087,1,"NS"
"PABPC4",0.0110089214759748,0.507912942370085,0.123,0.094,1,"NS"
"SNHG15",0.00568120740495064,0.506377903236754,0.17,0.135,1,"NS"
"GCHFR",0.00150852011492445,0.500821517638936,0.127,0.09,1,"NS"
"CHCHD7",0.0229300723789656,0.500799137775639,0.146,0.119,1,"NS"
"DENND1B",0.00318581768272311,0.490430508885817,0.105,0.074,1,"NS"
"RAB21",0.0590468465257311,0.486006596835966,0.119,0.098,1,"NS"
"PPP2R2A",0.0150265619185381,0.482601213017609,0.147,0.118,1,"NS"
"LSM2",0.000253068328624195,0.481084941843337,0.196,0.144,1,"NS"
"MAFF",0.00145683102298423,0.48093928839396,0.206,0.162,1,"NS"
"CEBPD",0.00503145344282609,0.475364720460473,0.226,0.183,1,"NS"
"DEGS1",0.0120330808542702,0.473997705126769,0.108,0.081,1,"NS"
"CDK5RAP3",0.00306346385601429,0.473754152497905,0.144,0.108,1,"NS"
"RBBP6",0.00182089664260398,0.472806116380353,0.218,0.173,1,"NS"
"CHD4",0.00205229193544708,0.47270018931668,0.188,0.148,1,"NS"
"PARVG",0.0537867201911758,0.472622569035013,0.115,0.094,1,"NS"
"STAT1",0.016643498745292,0.470682238652546,0.141,0.113,1,"NS"
"RANBP2",0.00544114132438576,0.467736267779266,0.137,0.104,1,"NS"
"SLC20A1",0.00865907314399122,0.46661764312199,0.197,0.163,1,"NS"
"GBP5",0.0318293643576862,0.466168604652884,0.195,0.168,1,"NS"
"HBP1",0.0231319186839934,0.464055249938725,0.171,0.143,1,"NS"
"OSER1",0.00278365377440075,0.461547173626056,0.167,0.129,1,"NS"
"DYNLL2",0.0349126686188626,0.46153323352449,0.117,0.094,1,"NS"
"HSPA4",0.0102510498386821,0.461220289380036,0.126,0.097,1,"NS"
"SAFB2",0.0468056199611725,0.460464927832556,0.165,0.141,1,"NS"
"EIF2A",0.00077010988991732,0.459550106932559,0.177,0.134,1,"NS"
"TC2N",0.000865255924706181,0.455067769651524,0.121,0.083,1,"NS"
"DYNC1H1",0.000553722789197804,0.454424168164343,0.195,0.147,1,"NS"
"COA1",0.000931439908374645,0.454348973654979,0.135,0.096,1,"NS"
"TGIF1",0.00791323153732161,0.451343584789208,0.142,0.11,1,"NS"
"POLR2A",0.0586446452088769,0.450902674766773,0.189,0.167,1,"NS"
"ODC1",0.00136805325065381,0.449411870519336,0.16,0.12,1,"NS"
"IDI1",0.000114229029892128,0.448730305157599,0.368,0.31,1,"NS"
"ALKBH7",0.001853790416028,0.448497880095598,0.162,0.122,1,"NS"
"HDAC2",0.000662384333625183,0.447755455040212,0.102,0.067,1,"NS"
"CDC42EP3",0.00198426673173129,0.445335096552784,0.195,0.154,1,"NS"
"PIK3IP1",0.00536774308638859,0.445191232662666,0.264,0.224,1,"NS"
